Inputs,True Keywords,True Keywords in Abstract,Predictions,Precision,Recall
"Does related lending have positive or negative effects on the development of banking systems? We analyze a unique cross-country data set covering 74 countries from 1990 to 2007, and find that related lending, on average, does not have any effect on the growth of credit. We do find, however, that there are conditional relationships: related lending tends to retard the growth of banking systems when rule of law is weak, whereas it tends to promote the growth of banking systems when rule of law is strong. We also find that related lending appears to be associated with looting when banks are owned by non-financial firms, but that it does not do so when non-financial firms are owned by banks. Our results indicate that whether related lending is positive or pernicious depends critically on the institutional context in which it takes place; there is no single best policy regarding related lending. These findings are robust to alternative specifications, including IV regressions. Journal of International Business Studies (2011) 42, 406-426. doi: 10.1057/jibs.2011.1","['financial and industrial structure', 'banking and finance', 'institutional environment', 'markets and institutions', 'DEPOSIT INSURANCE', 'FINANCIAL DEVELOPMENT', 'UNITED-STATES', 'CORPORATE GOVERNANCE', 'GROWTH', 'MARKETS', 'LAW', 'ENTREPRENEURSHIP', 'PERFORMANCE', 'ALLOCATION']","['growth', 'law']",['does related lending'],0.0,0.0
"In countries with secure property rights, corporate transparency improves investment efficiency and increases growth by alleviating information asymmetry. However, in countries with insecure property rights, greater transparency can increase the risk of government expropriation. Therefore some firms that would benefit most from transparency cannot take full advantage of it, as they set sub-optimal transparency levels. Using data from 59 industries in 69 countries, we find that in countries with weak property rights protection, industries that would benefit the most from transparency exhibit worse investment efficiency and grow more slowly than industries that can efficiently operate at minimal levels of transparency. Journal of International Business Studies (2009) 40, 1533-1562. doi: 10.1057/jibs.2009.58","['corporate governance', 'political risk', 'business performance', 'financial and industrial structure', 'DISCLOSURE', 'MARKETS', 'FIRMS', 'ENVIRONMENT', 'GOVERNANCE', 'COUNTRIES', 'QUALITY']","['firms', 'countries']","['property rights', 'transparency', 'firms']",0.3333333333333333,0.5
"This study replicates and extends previous research focusing on China, to a sub-Saharan African emerging economy environment. Specifically, the study directly replicates the impact of social capital derived from the micro-managerial networking relationships and ties with top managers at other firms and government officials on macro-organizational performance using data from Ghana. This study further extends previous work by examining the impact of social capital derived from managerial social networking relationships and ties with community leaders on organizational performance. It examines how the relationship between social capital and organizational performance is contingent on an organization's competitive strategic orientation. The findings suggest that social capital developed from managerial networking and social relationships with top managers at other firms, government officials (political leaders and bureaucratic officials), and community leadership enhance organizational performance. The findings from the contingency analyses reveal some interesting trends. The impact of social capital on organizational performance differs between firms that pursue the different competitive strategies (low-cost, differentiation, and combination of low-cost and differentiation) and those who do not pursue those strategies. Copyright (C) 2007 John Wiley & Sons, Ltd.","['social capital', 'competitive strategic orientation', 'organizational performance', 'Ghana', 'African emerging economy', 'FIRM PERFORMANCE', 'GENERIC STRATEGIES', 'STRUCTURAL HOLES', 'BUSINESS-UNIT', 'EMBEDDEDNESS', 'NETWORKS', 'GENERALIZABILITY', 'DIFFERENTIATION', 'DETERMINANTS', 'REPLICATION']","['social capital', 'competitive strategic orientation', 'organizational performance', 'ghana', 'african emerging economy', 'differentiation']","['china', 'organizational performance']",0.5,0.16666666666666666
"We contribute to the research on internationalization of state-owned enterprises (SOEs) by studying the coevolution of state governance of SOEs and SOEs' evaluation of international venture opportunities during a shift in dominant institutional logic from state to market logic. Using a novel digital historical method to study Telecom Finland, we argue that as state governance mechanisms change due to a logic shift, rationales underlying SOEs' internationalization can significantly change and impact SOEs' geographical and partner preferences. However, a logic shift also affords SOEs significant influence over the formation of new state governance policies under the new dominant logic.","['State-owned enterprise (SOE)', 'State-owned multinational company (SOMNC)', 'Institutional logics', 'Historical methods', 'Case study', 'CORPORATE GOVERNANCE', 'LOCATION CHOICE', 'TELECOMMUNICATIONS', 'STRATEGY', 'CAPITALISM', 'BUSINESS', 'MARKET', 'ORGANIZATIONS', 'GOVERNMENTS', 'HISTORY']",['market'],"['internationalization', 'state owned enterprises', 'state governance', 'dominant institutional logic', 'finland']",0.0,0.0
"The purpose of the study was to investigate power structures and interactions among father-daughter and father-son family business decision teams experiencing management transfer. Analytic induction was the methodology used to test the family FIRO theory. Support was found for the theoretical premise of sequential and developmental relationships among the three dimensions (inclusion, control, and integration). The women in the father-son business experienced feelings of exclusion, incidents of higher conflict among family members, which produced less shared meaning, and lower levels of integration among family members. On the other hand, women in the father-daughter business experienced feelings of inclusion, resulting in lower conflict that created high levels of shared meaning, collaboration, and integration among family members. In management transfer consultations, if the entire family business decision team is not included in information gathering, and if the decision team is not observed interacting as a group, with individuals being allowed to confidentially confirm or refute the group interaction data, biased information may be obtained. For more successful adaptations in management transfers, power structures and interactions need to be reconstructed, failure to do so leads to confusion and conflict, resulting in distrust and lack of fellowship within the management decision team.","['nan', 'CONFLICT', 'FARM']",['conflict'],['power'],0.0,0.0
"This study investigates the interactive effect of job demands and resources in influencing the development of a frontline employee's customer-oriented attitude (COA) and deep versus surface acting behaviors. Results demonstrate that job resources, such as perceived organizational support and perceived customer participation, can positively influence an employee's COA, which subsequently promotes deep over surface acting behaviors. Such positive relationships, however, are significantly and adversely affected by a job demand, perceived crowding, and a job stressor, perceived job insecurity. Specifically, contextual demands weaken the positive influence of job resources upon the development of a COA, also weakening the positive influence of a COA upon deep acting while promoting the occurrence of surface acting. From a managerial perspective, such findings highlight the importance of understanding the potentially negative influence of a stressful, demanding work environment, even upon employees who possess a very positive attitude toward helping customers.","['customer-oriented attitude', 'customer participation', 'customer crowding', 'emotional labor', 'frontline employees', 'job demands and resources', 'PERCEIVED ORGANIZATIONAL SUPPORT', 'EMOTIONAL LABOR', 'MEDIATION ANALYSIS', 'SERVICE CLIMATE', 'SOCIAL SUPPORT', 'ORIENTATION', 'PERFORMANCE', 'INSECURITY', 'IDENTIFICATION', 'PARTICIPATION']","['customer oriented attitude', 'customer participation', 'job demands and resources', 'perceived organizational support', 'insecurity', 'participation']","['customer oriented attitude', 'surface acting behaviors', 'customer participation', 'behaviors', 'job insecurity']",0.4,0.3333333333333333
"Consumers respond more favorably to positively framed attribute information than to negatively framed attribute information, a finding that has been attributed to the affective associations evoked by each frame. We contend that framing effects also depend on the range and level of reference values used to evaluate attribute information. When the range of reference values is narrower for a positive frame than a negative frame, attribute values above expected performance levels favor the positively framed information and attribute values below expected performance levels favor the negatively framed information. When the range of reference values is wider for a positive frame than a negative frame, the opposite pattern emerges. Experience with a frame is one factor that reduces the range of reference values recruited to judge attribute information.","['nan', 'INFORMATION', 'JUDGMENT', 'DECISIONS', 'RANGE', 'ALTERNATIVES', 'CONFIDENCE', 'CHOICE', 'PRICE']","['information', 'range']",['experience'],0.0,0.0
"Service innovation is a key source of competitive differentiation across firms and markets. Despite growing attention from practitioners and academics alike, systematic scholarly inquiry into service innovation's diverse theoretical foundations has to date been limited. This article explores different approaches to service innovation and proposes a typology of four archetypes, each informed by a distinct theoretical perspective and by different underlying assumptions. Process-based and output-based archetypes focus on value-adding phases and output value, respectively. Experiential and systemic archetypes have attracted less attention but become central for firms seeking to cocreate phenomenologically determined value within the service ecosystem. The article also contributes to service innovation research and practice by bringing together the existing archetypes, which were previously treated separately. Juxtaposing these archetypes and emphasizing value and value cocreation, the article proposes an integrative view of how novel value cocreation can be enhanced in service innovations. Finally, we develop an agenda for future research, encouraging researchers and managers to plan service innovations systematically, deploying each archetype in value cocreation, and combining them within an integrative approach.","['service innovation', 'value', 'cocreation', 'cocreation of value', 'experience', 'service systems', 'service-dominant logic', 'DOMINANT LOGIC', 'PRODUCT DEVELOPMENT', 'VALUE PROPOSITIONS', 'BUILDING THEORY', 'CO-CREATION', 'CUSTOMER', 'DESIGN', 'PERFORMANCE', 'IMPACT', 'MODEL']","['service innovation', 'value', 'cocreation']","['service innovation', 'firms', 'service ecosystem', 'cocreation']",0.5,0.6666666666666666
"The effect of social networking relationships, firm-specific managerial experience, and their interactions on performance between family owned and nonfamily firms are studied. Using data from 106 organizations in Ghana, the findings show that family owned firms benefit more from networking relationships with bureaucratic officials than do nonfamily firms. However, nonfamily firms benefit more from networking relationships with community leaders and firm-specific managerial experience than do family owned firms. Networking relationships with politicians impede performance for nonfamily firms. Nonfamily firms are better able than family owned firms to use their firm-specific managerial experience to manage the resources and capabilities obtained from networking relationships with community leaders to create value. Moreover, firm-specific managerial experience attenuates the detrimental effects of networking with politicians for both types of firms. Copyright (c) 2012 John Wiley & Sons, Ltd.","['social networking', 'family firms', 'firm-specific managerial experience', 'firm performance', 'Sub-Saharan African transition economy', 'SUSTAINED COMPETITIVE ADVANTAGE', 'RESOURCE-BASED VIEW', 'EMERGING MARKETS', 'ORIENTATION', 'MANAGEMENT', 'BUSINESS', 'GOVERNANCE', 'OWNERSHIP', 'RENTS', 'TIES']","['social networking', 'family firms', 'firm specific managerial experience', 'ties']","['social networking relationships', 'nonfamily firms', 'politicians']",0.0,0.0
"Three modes of resistance to persuasion (biased assimilation, relative weighting of attributes, and minimization of impact) were examined in the context of a longitudinal field study of the Clinton-Lewinsky affair and a lab experiment in the consumer setting. Only two of these modes (biased assimilation and relative weighting) were found to be sensitive to the refutability of the persuasive communication; the effectiveness of the remaining one (minimization of impact) was not influenced by this factor. Specifically, committed individuals demonstrated biased assimilation in the face of easy to refute negative information, but this mode of resistance decreased in its effectiveness when the information became difficult to refute. The relative-weighting mode of resistance (decreasing the weight given to attributes influenced by the negative information and increasing the weight given to favorably evaluated attributes), in contrast, emerged only in the face of difficult to refute information, apparently when biased assimilation decreased in its effectiveness. TI-le impact mode of resistance was fairly effective in the face of both easy and difficult to refute information. That is, committed respondents attempted to isolate the impact of the negative information to the target attribute, minimizing its spillover to the other attributes in the attitudinal representation in response to both easy and difficult to refute messages.","['nan', 'ATTRIBUTE IMPORTANCE', 'ATTITUDE STRENGTH', 'INVOLVEMENT', 'INFORMATION', 'REPETITION', 'COMMITMENT', 'INFERENCE', 'ATTENTION', 'BEHAVIOR']",['information'],[],0,0.0
"This article theoretically and empirically intertwines agency and stewardship theories to examine their distinct and combined influences on family firms. Primary matched triadic data from CEOs, family employees, and nonfamily employees in 77 family firms suggest that agency and stewardship governance affects individual-level behavior and firm-level performance. Specifically, agent behavior is highest under conditions of coexisting low agency governance and high stewardship governance and is lowest when agency and stewardship governance coexist at high levels. Furthermore, when high levels of agency and stewardship governance coexist, family firm performance is the highest. Theoretical implications and future research directions are discussed.","['family firm performance', 'agency theory', 'stewardship theory', 'governance', 'organizational behavior', 'ORGANIZATIONAL COMMITMENT', 'ENTREPRENEURIAL BEHAVIOR', 'THEORETICAL INTEGRATION', 'DEVELOPMENT INVESTMENTS', 'EXPLORATORY EVIDENCE', 'CONCEPTUAL ISSUES', 'PERFORMANCE', 'PERSPECTIVE', 'OWNERSHIP', 'BOARD']","['family firm performance', 'governance', 'performance']","['family firms', 'agency governance']",0.0,0.0
"The article develops a model of regret and tests it via four studies. Study 1 develops a multi-item measure of regret and distinguishes it from satisfaction. It also shows that, while satisfaction directly influences both repurchase and complaint intentions, regret directly influences only repurchase intentions, and its effect on complaint intentions is fully mediated via satisfaction. Study 2 examines the antecedents and moderators of regret. It shows that regret is experienced even in the absence of information on a better-forgone outcome. Furthermore, the moderating effect of three situation-specific characteristics (outcome valence, status quo preservation, and reversibility of the outcome) is examined. Studies 3 and 4 examine the cognitive process underlying the experiencing of regret in the absence of information on a better-forgone outcome. Generation of counterfactuals is identified as the cognitive mechanism that engenders regret. Results show that counterfactuals are most likely to be generated when the chosen outcome is negative and not the status quo.","['nan', 'POST-CHOICE VALUATION', 'COUNTERFACTUAL THINKING', 'CUSTOMER SATISFACTION', 'RESPONSIBILITY', 'DETERMINANTS', 'UNCERTAINTY', 'EXPERIENCE', 'FEEDBACK']",['experience'],[],0,0.0
"Most EU countries differentiate not only applicable accounting standards between companies but also the filing requirements imposed on them. The main objective of allowing small and medium-sized entities (SMEs) to file abbreviated financial statements is to protect them from disclosing too much information to their competitors. However, so far there is a lack of empirical research on the costs and benefits of statutory filing requirements and the usefulness of available filing concessions. This article begins to explore these issues by analysing the compliance with statutory filing requirements as well as the take-up level of available filing concessions and revealed preferences for filing options of a large sample of Austrian GmbHs, suggestions that some medium-sized GmbHs expect net benefits from voluntary disclosures, whereas small GmbHs in general value costs arising from voluntary disclosures more highly than the benefits associated with them.","['Austria', 'cultural values', 'differential reporting', 'enforcement', 'filing practice', 'financial reporting', 'SMEs', 'VOLUNTARY DISCLOSURE', 'CULTURAL-INFLUENCE', 'INFORMATION']","['austria', 'smes', 'voluntary disclosure', 'information']",['voluntary disclosures'],0.0,0.0
"Investor time horizon varies by company, industry and economic system. In this article we explore the importance of this variation by studying the impact of shareholder time horizon on the investment decisions of the firms they own, and externalities on the wider market. We demonstrate theoretically that short-term shareholders cause Boards to care about the path of the stock price, rationalising firms' pursuit of investments for signalling reasons at the expense of long-term value. We demonstrate that short-termism has spillover effects, leading to higher costs of equity capital; bubbles in the price of input assets; and predictable excess returns. We build testable cross-country hypotheses and evaluate these using existing evidence coupled with a new dataset on owner duration of US and Germanic firms.","['investor time-horizons', 'short-term shareholders', 'bubbles', 'cost of capital', 'short-termism', 'signalling', 'shareholder register', 'CORPORATE', 'COST', 'INFORMATION', 'GOVERNANCE', 'DISCLOSURE', 'HORIZONS', 'BUBBLES', 'MARKET']","['short term shareholders', 'bubbles', 'short termism', 'signalling', 'cost', 'bubbles', 'market']","['shareholders', 'short termism']",0.5,0.14285714285714285
"Researchers have analyzed various forms of extraordinary consumption experiences, using Victor Turner's conceptualization of antistructure with a particular focus on their rather romantic and communal aspects. While such a focus contributed greatly to our understanding of these experiences, it also resulted in overlooking much of their individuated characteristics such as boundaries, conflicts, competition, and positional struggles at the interpersonal level. This ethnographic study of commercialized climbing expeditions on Everest provides significant evidence that participants negotiate and manage various marketplace tensions within an individual performance ideology. Our study challenges quixotic use of Turner's antistructure-structure dichotomy and extends it such that extraordinary experiences, when bought in the marketplace, can be very individualistic and competitive as opposed to being conducive to feelings of community and liminal camaraderie.","['nan', 'CONSUMPTION', 'ETHNOGRAPHY', 'POSSESSIONS', 'BEHAVIOR', 'INQUIRY']",['consumption'],['consumption'],1.0,1.0
"As compared to developed countries, a much higher proportion of entrepreneurs within base-of-the-pyramid (BOP) markets operate unregistered businesses. Prior research has suggested that the primacy cause of such informal activity in these settings is the general failure of 'weak' institutions to provide sufficient resources to warrant formalization. We attempt to extend such thinking by deconstructing the discrete and inter-related effects of formal business registration on the level of resources obtained by entrepreneurs from financial, labor, and legal institutions within BOP markets. Using a multi-method approach involving 299 entrepreneurs within Guatemala City, our results suggest that being seen as a 'legitimate', registered business can actually lead to both increased resource provision and resource appropriation. More specifically, adhering to the norms and rules prescribed by regulatory institutions within weak legal environments can convey positive signals of stability and profitability that both attract the desired attention from formal institutional actors, as well as unwanted attention from criminals. (C) 2014 Published by Elsevier Inc.","['Base-of-the-pyramid markets', 'Legitimacy', 'Informal economy', 'Informal markets', 'Informal entrepreneurship', 'Institutional voids', 'Weak institutions', 'Institutional heterogeneity', 'Crime', 'Illegitimate orders', 'DEVELOPING-COUNTRIES', 'LIKERT SCALE', 'ENTREPRENEURSHIP', 'INSTITUTIONS', 'GROWTH', 'MODEL', 'VANDALISM', 'RESPONSES', 'STRATEGIES', 'EFFICIENCY']","['weak institutions', 'institutions']","['base of the pyramid', 'business registration']",0.0,0.0
"Consumers often make decisions based on the extremeness of choice alternatives. Prior research has argued that extremeness aversion is a function of the relational properties of choice alternatives and that the middle option, defined such that its attribute values are between the values of the other alternatives, is always viewed as the least extreme, compromise option. The attribute-balance hypothesis advanced in this article extends prior research, demonstrating that extremeness aversion is also a function of the dispersion of attribute values within each alternative. In particular, it is argued that an option with equal attribute ratings will be perceived as the compromise alternative even when it is not the middle option. Data from three studies support this prediction, offering converging evidence for the attribute-balance effect in different decision contexts. Theoretical implications of the findings are discussed in the context of the extant extremeness aversion research.","['nan', 'COMPETITION', 'ATTRACTION', 'CONTEXT', 'SIMILARITY', 'FEATURES']",['context'],['aversion'],0.0,0.0
"Alleviating poverty in the least developed countries (LDCs) requires raising the income level of local workers. We look at the poor as producers and explore drivers of higher employee wages. We focus on small and medium enterprises (SMEs) because they are a major driver of employment growth and poverty alleviation in these countries. To pay higher wages, SMEs need to increase organizational efficiency. We argue that in LDCs, characterized by substantial formal institutional constraints, SMEs can improve efficiency either by internalizing inefficient formal institutions or by taking advantage of institutional enablers, established not only by local governments, but also by international, non-governmental, non-profit, or social enterprises set up around the world. In a sample of 1273 SMEs from seven LDCs across Africa, Asia, and the Middle East, we find support for a mediated model, where SMEs with government contracts, higher exports, or female ownership achieve higher organizational efficiency, and in turn pay higher employee wages. The strongest mediation occurs for female-owned firms and the weakest for exporting firms, while the direct relationships to wages are strongest for exporting SMEs. The data support the idea that SMEs with a government contract are more efficient in transacting with other constituents in the business environment, those with higher exports have a broad base of efficiency sources, and those with female ownership are particularly adept at exploiting local business and societal relationships. (C) 2016 Elsevier Inc. All rights reserved.","['Poverty alleviation', 'Least developed countries', 'Small and medium enterprises', 'Institutional constraints', 'Institutional enablers', 'Organizational efficiency', 'WOMEN BUSINESS OWNERS', 'EMERGING MARKET', 'PERFORMANCE', 'FIRM', 'TRANSITION', 'ECONOMY', 'ORIENTATION', 'STRATEGY', 'EXPORT', 'ENTREPRENEURSHIP']","['poverty alleviation', 'least developed countries', 'small and medium enterprises', 'institutional constraints', 'institutional enablers', 'organizational efficiency', 'firm', 'export']","['poverty', 'the least developed countries', 'employee wages', 'smes', 'firms']",0.0,0.0
"In proposing a scale to solve the family business definition dilemma in 2002, the F-PEC scale sparked considerable interest and research in our field, particularly at a time when family business was in its formative stage of development. We respond to the invitation of the Family Business Review editor to tell our story concerning how the F-PEC finally came to life. We highlight research that has been done in respect to the three F-PEC dimensions on the individual, the group/family, and at the organizational levels, and outline future research opportunities that might inform a theory of the family business.","['family business', 'F-PEC', 'scale creation and validation', 'family business definition', 'CONTROLLED FIRMS', 'SOCIOEMOTIONAL WEALTH', 'GOAL ALIGNMENT', 'MANAGEMENT', 'PERSPECTIVE', 'DIRECTORS', 'BOARDS', 'PERFORMANCE', 'CLIMATE', 'SCALE']","['family business', 'f pec', 'family business definition', 'scale']",[],0,0.0
"Artificial Intelligence (AI) and 5G connectivity have been identified as drivers of the so-called Fourth Industrial Revolution (FIR). AI and 5G, through emerging technologies such as blockchain, gene editing, Internet of Things sensors, nanotechnology, or 3D printing accelerate a blurring of boundaries between digital, biological, and physical spheres. In this editorial, we introduce the term boundary object, or boundary technology, that can help process more information (syntactic boundary) for enhanced learning (semantic boundary) and that can create a higher-level intelligence (pragmatic boundary). Boundary objects are also a means of representing, learning about, and transforming knowledge at a given boundary. We propose that crossing syntactic, semantic, and pragmatic boundaries is facilitated by three FIR phenomena (big data, machine learning, and AI). Each of these phenomena possesses a unique capability (processing, learning, and adaptation) to help communities learn about their differences and dependences. We also show how the six articles in this special issue are related to boundary and sphere challenges, and we provide an overview of directions for future research. All in all, marketing scholars should focus on enhancing their abilities in knowledge integration across boundaries to sustain their role as cutting-edge scientists. (C) 2020 Direct Marketing Educational Foundation, Inc. dba Marketing EDGE.","['Artificial intelligence (AI)', 'Boundary object', 'CRM', 'Fourth industrial revolution (FIR)', 'Physical, didgital and biological spheres', 'BOUNDARY OBJECTS', 'KNOWLEDGE', 'WORK']","['artificial intelligence ai ', 'boundary object', 'fourth industrial revolution fir ', 'boundary objects', 'knowledge']","['artificial intelligence', 'fourth industrial revolution', 'internet of things', 'knowledge', 'big data machine learning', 'edge']",0.16666666666666666,0.2
"This article explores how knowledge embodied in executives is tied to the organizational context in which it develops. Drawing on the knowledge-based view of the firm and human capital theory, we predict that executives will move between units with similar structural compositiona characteristic representing unit origin (as acquired or internally developed) and how the unit was reconfigured. We further argue that executives will be conduits of organizational change. We predict that units receiving more transferred executives, executives with recombination experience, and executives from core internal units will have a greater likelihood of being recombined, while units receiving executives from previously acquired units will tend to remain unchanged. The study examines a 20-year panel of 48 multidivisional firms from the U.S. medical sector. Copyright (c) 2012 John Wiley & Sons, Ltd.","['executive mobility', 'organizational structure', 'knowledge transfer', 'human capital theory', 'recombination', 'intraorganizational mobility', 'HORIZONTAL ACQUISITIONS', 'COMPETITIVE ADVANTAGE', 'FIRM', 'PERFORMANCE', 'SUCCESSION', 'INNOVATION', 'EVOLUTION', 'CAREER', 'ORGANIZATIONS', 'TECHNOLOGIES']","['human capital theory', 'recombination', 'firm']","['knowledge based view', 'organizational change']",0.0,0.0
"The social ties of the owners, directors, and managers of firms have cross-level effects on firms' network development. Firms can develop affiliations with a business group and connections across business groups. We expand the theoretical focus of Mani and Durand's examination of the family and community ties of firm leaders and their impact on firms' business group networks. We discuss the relational content heterogeneity of those ties and the associated logic in developing a firm's networking strategy. Thus, we suggest alternative developmental processes for a firm's network development strategy.","['family business', 'networks', 'social capital', 'heterogeneity', 'SOCIOEMOTIONAL WEALTH', 'FAMILY FIRM', 'OPPORTUNITIES', 'BUSINESS']","['networks', 'heterogeneity', 'business']",[],0,0.0
"Research Summary We explore multinational strategy formation in the context of rising economic nationalism. Specifically, we examine how firms develop strategies to capitalize on the historical and aspirational attributes of national identity. Analyzing the histories of two German multinationals in late colonial India, we find that these firms engaged in geopolitical jockeying to delegitimize rival multinationals and position themselves as complementary to the economic and political goals of the host nation. Toward that end they employed aspirational political practices, addressing the inherently future-oriented character of nationalism, and invested in the development of political capabilities to gather information and shape perceptions of national contexts. The paper contributes to a more robust conceptualization of nations and nationalism and their role in the formation of international competition and strategy. Managerial Summary Rising economic nationalism can create political and economic opportunities as well as threats for multinational firms. Through a historical analysis of the emerging strategy of two German companies-Siemens and Bayer-in late colonial India, we show how firms can engage in geopolitical jockeying to delegitimize rival multinationals and position themselves as complementary to the economic and political goals of host nations. To do so the companies engaged in aspirational political practices, addressing the inherently future or goal-oriented aspects of nations, and created political capabilities designed to both gather intelligence on and shape the nationalist movements. The paper uses history as a mirror for reflecting on the causes and consequences of economic nationalism for international strategy in our own time.","['history', 'international strategy', 'multinational strategy', 'nationalism', 'nonmarket strategy', 'political capabilities', 'BRITISH BUSINESS', 'ORGANIZATION', 'GOVERNMENTS', 'STAKEHOLDER', 'LEGITIMACY', 'INVESTMENT', 'DELIBERATE', 'OWNERSHIP', 'EMERGENT', 'BARODA']","['history', 'international strategy', 'multinational strategy', 'nationalism', 'political capabilities']","['nationalism', 'national identity', 'india', 'capabilities']",0.25,0.2
"Three studies examine the relation between power distance belief (PDB), the tendency to accept and expect inequalities in society; power, the control one has over valued resources; and charitable giving. Results suggest that the effect of PDB depends on the power held by the donor. In low-PDB contexts, people high (vs. low) in psychological power tend to be more self-focused (vs. other-focused), and this leads them to be less charitable. In high-PDB contexts, however, people high (vs. low) in psychological power tend to be more other-focused (vs. self-focused), and this leads them to be more charitable. The authors also explore several boundary conditions for these relationships and conclude with the implications of these findings.","['charitable giving', 'power distance belief', 'power', 'self-focus', 'other-focus', 'SELF-AWARENESS', 'SOCIAL-CLASS', 'BEHAVIOR', 'MODEL', 'LESS', 'INDIVIDUALS', 'UNCERTAINTY', 'PERSPECTIVE', 'VALIDATION', 'PSYCHOLOGY']","['charitable giving', 'power distance belief', 'power', 'self focus', 'other focus', 'less']","['power distance belief', 'psychological power', 'psychological power', 'findings']",0.25,0.16666666666666666
"The authors investigate the conceptualization and measurement of service quality and the relationships between service quality, consumer satisfaction, and purchase intentions. A literature review suggests that the current operationalization of service quality confounds satisfaction and attitude. Hence, the authors test (1) an alternative method of operationalizing perceived service quality and (2) the significance of the relationships between service quality, consumer satisfaction and purchase intentions. The results suggest that (1) a performance-based measure of service quality may be an improved means of measuring the service quality construct, (2) service quality is an antecedent of consumer satisfaction, (3) consumer satisfaction has a significant effect on purchase intentions, and (4) service quality has less effect on purchase intentions than does consumer satisfaction. Implications for managers and future research are discussed.","['nan', 'CONSUMER PERCEPTIONS', 'SATISFACTION', 'MODEL']",['satisfaction'],"['consumer satisfaction', 'purchase']",0.0,0.0
"This paper examines whether inter-organizational factors influence German biotech firms' propensity to internationalize by forming international research alliances. Inter-organizational factors include dimensions of a firm's embeddedness within its local cluster and within its national research network. We test two sets of hypotheses (local and national network-drivers) on a longitudinal event history dataset of the complete German biotech population for the years 1995-2004. Findings show that location in a local cluster already dense with international linkages, the building of research alliances with local research institutes as well as national partners and central position in the national research network increase the probability of forming international research alliances. (C) 2007 Elsevier Inc. All rights reserved.","['alliances', 'network', 'biotech', 'spillover', 'cluster', 'HIGH-TECHNOLOGY VENTURES', 'ALLIANCE FORMATION', 'ENTREPRENEURSHIP RESEARCH', 'PRODUCT DEVELOPMENT', 'FIRM PERFORMANCE', 'SOCIAL-STRUCTURE', 'MARKET ENTRY', 'KNOWLEDGE', 'INNOVATION', 'FOREIGN']","['alliances', 'network', 'biotech', 'cluster']",['international research alliances'],0.0,0.0
"Research summary: Awards are a valuable strategic resource. Motivation theory and the emerging body of empirical literature suggest that awards can have a significant effect on employee motivation and corporate performance, though not always in the intended direction. Awards can also destroy value. The organizational award literature has so far largely neglected this important issue. We develop a synthesis of the dimensions critical for successful award bestowals, and analyze under which conditions awards generate firm-specific value that is sustained and difficult for competitors to imitate. The process of value creation and capture is contingent on the given firm's organizational characteristics and nature of production. The article concludes by laying out empirical implications. JEL codes: M52, M54, J24, J30.Managerial summary: Awards are widely used in the corporate sector. They fundamentally differ from monetary incentives, which risk crowding out employees' intrinsic motivation. Among the variety of awards, two general types can be distinguished: confirmatory awards based on explicit, pre-determined performance criteria, and discretionary awards, which rely on broad performance evaluations and may be used ex post to honor outstanding performance. Appropriately designed and adjusted to the specific firm's characteristics, awards enhance employees' motivation and corporate performance. They express recognition and support their recipients' perceived competence and social status. Awards help to retain valuable employees and to establish role models. However, awards may also backfire, for instance, when they provoke envy among coworkers. We propose when awards risk destroying value and when they are particularly useful. Copyright (c) 2015 John Wiley & Sons, Ltd.","['awards', 'motivation', 'value creation and capture', 'strategic HRM', 'managerial discretion', 'role models', 'COMPETITIVE ADVANTAGE', 'INTRINSIC MOTIVATION', 'KNOWLEDGE', 'COSTS', 'PAY', 'PERFORMANCE', 'INCENTIVES', 'RESOURCES', 'BENEFITS', 'PRIZES']","['awards', 'motivation', 'value creation and capture', 'role models', 'intrinsic motivation', 'performance', 'incentives']","['awards', 'motivation', 'performance', 'organizational award', 'intrinsic motivation']",0.8,0.5714285714285714
"We elaborate theories of indigenous innovation by explaining how internationalization choices help emerging market firms transition from dependence on external knowledge to self-reliance on internal knowledge. Using a 1998-2007 census dataset of Chinese manufacturing firms, we theorize and test the moderation effect of foreign equity and export orientation on the relationship between knowledge and indigenous innovation. We show that foreign equity dis-incentivizes, while export orientation incentivizes, investments in internal knowledge. We contribute by showing that internationalization choices may radically change indigenous innovation outcomes by shifting the locus of problem solving outside or inside the firm. Our study corroborates the negative direct and indirect effects of external knowledge on indigenous innovation at the firm level previously suggested by China-centric scholars but also shows how two types of internationalization choices may gradually relieve firm-level dependence on imported technology. We bridge the gap between Western research and Chinese thought and practice by introducing a do-it-yourself (DIY) explanation of how firms may implement China's indigenous innovation (zizhu chuangxin) policy. (C) 2016 Elsevier Inc. All rights reserved.","['Knowledge', 'Emerging market firms', 'Internationalization', 'Indigenous innovation', 'RESEARCH-AND-DEVELOPMENT', 'FOREIGN DIRECT-INVESTMENT', 'INDIAN PHARMACEUTICAL-INDUSTRY', 'JAPANESE MANUFACTURING FIRMS', 'EMERGING MARKET', 'JOINT VENTURES', 'ABSORPTIVE-CAPACITY', 'TECHNOLOGY-TRANSFER', 'KNOWLEDGE ACQUISITION', 'STRATEGIC ALLIANCES']","['knowledge', 'emerging market firms', 'internationalization', 'indigenous innovation', 'emerging market']","['indigenous innovation', 'internationalization', 'knowledge', 'equity', 'export orientation']",0.6,0.6
