Keywords,Count,,,,,,Keywords,Count,
haptics,1,,,,,,,,
harmonious and obsessive passion,1,,,,,,,,
headquarters,1,,,,,,,,
headquarters attention,1,,,,,,,,
headquarters subsidiary relation,1,,,,,,,,
headquarters subsidiary relations,1,,,,,,,,
headquarters subsidiary roles and relations,4,,,,,,,,
health analytics,2,,,,,,,,
health care,1,,,,,,,,
health care service,1,,,,,,,,
health halos,1,,,,,,,,
health insurance,2,,,,,,,,
health motivation,1,,,,,,,,
health status,1,,,,,,,,
healthcare,2,,,,,,,,
healthiness,1,,,,,,,,
healthiness bias,1,,,,,,,,
healthy choice,1,,,,,,,,
hedging,1,,,,,,,,
hedonic,1,,,,,,,,
hedonic adaptation,1,,,,,,,,
hedonic consumption,1,,,,,,,,
hedonic need,1,,,,,,,,
hedonic shopping,1,,,,,,,,
hedonic shopping motivations,1,,,,,,,,
hedonic utilitarian motivation,1,,,,,,,,
hedonism,1,,,,,,,,
helping behavior,2,,,,,,,,
herd behavior,1,,,,,,,,
heterogeneous information networks,1,,,,,,,,
heterogeneous markets,1,,,,,,,,
heuristics,1,,,,,,,,
heuristics and biases,1,,,,,,,,
hidden costs,1,,,,,,,,
hidden hand,1,,,,,,,,
hidden markov models,1,,,,,,,,
hierarchy of operant resources,1,,,,,,,,
high involvement management,1,,,,,,,,
high performance work practices,1,,,,,,,,
high performance work system,1,,,,,,,,
high performance work systems,4,,,,,,,,
high quality awards,1,,,,,,,,
high tech,1,,,,,,,,
high tech ventures,1,,,,,,,,
high technology marketing,1,,,,,,,,
high technology new firms,1,,,,,,,,
highlighting,1,,,,,,,,
hiring,3,,,,,,,,
historical embeddedness,1,,,,,,,,
historical methodology,1,,,,,,,,
historical studies,1,,,,,,,,
history,2,,,,,,,,
hofstede,1,,,,,,,,
home based online businesses,1,,,,,,,,
home context,1,,,,,,,,
home country,3,,,,,,,,
home country environment,1,,,,,,,,
home country institutions,2,,,,,,,,
home political regime,1,,,,,,,,
homophily,1,,,,,,,,
horizontal collaboration,1,,,,,,,,
horizontal portal industry,1,,,,,,,,
host country nationals,1,,,,,,,,
hotels,1,,,,,,,,
house ads,1,,,,,,,,
how emerging market institutions shape mnes competitive strategies,1,,,,,,,,
hq relocation,1,,,,,,,,
hr flexibility,1,,,,,,,,
hr in mncs,1,,,,,,,,
hr outsourcing,1,,,,,,,,
hr philosophy,1,,,,,,,,
hr practices,1,,,,,,,,
hrm,2,,,,,,,,
hrm practices,1,,,,,,,,
hrm strategy,1,,,,,,,,
hrm systems,1,,,,,,,,
human and social capital,1,,,,,,,,
human brands,1,,,,,,,,
human capital,8,,,,,,,,
human capital intensive firms,1,,,,,,,,
human capital resources,1,,,,,,,,
human computer interaction,1,,,,,,,,
human crowding,1,,,,,,,,
human development,1,,,,,,,,
human enhancement technologies,1,,,,,,,,
human resource acquisition,1,,,,,,,,
human resource dependence,1,,,,,,,,
human resource executive,1,,,,,,,,
human resource flexibility,1,,,,,,,,
human resource management,7,,,,,,,,
human resource management hrm ,2,,,,,,,,
human resources,1,,,,,,,,
human rights,1,,,,,,,,
human voice,1,,,,,,,,
humor,1,,,,,,,,
hurricane stress,1,,,,,,,,
hybrid economy,1,,,,,,,,
hybrid entrepreneurship,1,,,,,,,,
hybrid governance structures,1,,,,,,,,
hybrid offerings,1,,,,,,,,
hybrid organization,1,,,,,,,,
hybrid organizations,2,,,,,,,,
hybrid strategy,1,,,,,,,,
hypercompetition,2,,,,,,,,
hypomania score,1,,,,,,,,
hyundai,1,,,,,,,,
i deals,1,,,,,,,,
ict,1,,,,,,,,
idea fruition process,1,,,,,,,,
idea generation,3,,,,,,,,
idea novelty,1,,,,,,,,
idea selection,1,,,,,,,,
identification,1,,,,,,,,
identification motives,1,,,,,,,,
identity,9,,,,,,,,
identity formation,1,,,,,,,,
identity vulnerable consumers,1,,,,,,,,
identity work,2,,,,,,,,
ideology,2,,,,,,,,
idiosyncratic deals,2,,,,,,,,
ijv contract,1,,,,,,,,
illegitimate corporate actionsgovernance,1,,,,,,,,
image discrepancy,1,,,,,,,,
image effects,1,,,,,,,,
images,1,,,,,,,,
imagination,1,,,,,,,,
imitation,2,,,,,,,,
immersive retailing,1,,,,,,,,
immigrant entrepreneurship,2,,,,,,,,
immigrant networks,1,,,,,,,,
immigrants,5,,,,,,,,
impatience,1,,,,,,,,
implicit memory,1,,,,,,,,
implicit person theory,1,,,,,,,,
importing,1,,,,,,,,
impression management,4,,,,,,,,
imprinting,4,,,,,,,,
improvisation,1,,,,,,,,
impulsive purchase,1,,,,,,,,
impulsiveness,1,,,,,,,,
impulsivity,1,,,,,,,,
in channel competition,1,,,,,,,,
in depth joint supply chain learning,1,,,,,,,,
in feed social ads,1,,,,,,,,
in game advertising outcome,1,,,,,,,,
in group minority,1,,,,,,,,
in laws,1,,,,,,,,
in process promotion,1,,,,,,,,
in role behavior,1,,,,,,,,
in store displays,1,,,,,,,,
in store merchandising,1,,,,,,,,
in store mobile phone use,1,,,,,,,,
in store music,1,,,,,,,,
in store sampling,1,,,,,,,,
in store technology,2,,,,,,,,
incentive compensation,1,,,,,,,,
incentives,3,,,,,,,,
incident management,1,,,,,,,,
incidental similarity,1,,,,,,,,
incivility,2,,,,,,,,
inclusion,1,,,,,,,,
incomplete contracting,1,,,,,,,,
incongruous source credibility,1,,,,,,,,
incorporating country,1,,,,,,,,
incremental innovations,1,,,,,,,,
incumbent responses,1,,,,,,,,
incumbents,1,,,,,,,,
indebtedness,1,,,,,,,,
independence,1,,,,,,,,
independent philanthropy,1,,,,,,,,
india,3,,,,,,,,
indian software industry,1,,,,,,,,
indian tour operators,1,,,,,,,,
indian women,1,,,,,,,,
indirect network effect,1,,,,,,,,
individual ambidexterity,1,,,,,,,,
individual perspective,1,,,,,,,,
individual reputation,1,,,,,,,,
individual values,1,,,,,,,,
induction,1,,,,,,,,
industrial clusters,1,,,,,,,,
industrial disasters,1,,,,,,,,
industrial organization economics,1,,,,,,,,
industrial policy,1,,,,,,,,
industrial services,1,,,,,,,,
industry and corporate effects,1,,,,,,,,
industry and firm effects,1,,,,,,,,
industry architecture,1,,,,,,,,
industry associations,1,,,,,,,,
industry cluster,2,,,,,,,,
industry consolidation,1,,,,,,,,
industry dynamics,1,,,,,,,,
industry effects,1,,,,,,,,
industry evolution,1,,,,,,,,
industry heterogeneity,1,,,,,,,,
industry life cycle,2,,,,,,,,
industry performance,1,,,,,,,,
industry structure,3,,,,,,,,
inequality,3,,,,,,,,
inertia,2,,,,,,,,
inference,1,,,,,,,,
influence,2,,,,,,,,
influence strategies,1,,,,,,,,
influencer marketing,1,,,,,,,,
informal competition,1,,,,,,,,
informal economy,3,,,,,,,,
informal institution,1,,,,,,,,
informal institutions,2,,,,,,,,
informal markets,1,,,,,,,,
information asymmetry,3,,,,,,,,
information cues,1,,,,,,,,
information diffusion,1,,,,,,,,
information disclosure,2,,,,,,,,
information flows,1,,,,,,,,
information leakages,1,,,,,,,,
information processing,4,,,,,,,,
information search,3,,,,,,,,
information source,1,,,,,,,,
information spillover,1,,,,,,,,
information systems,4,,,,,,,,
information technology,3,,,,,,,,
information technology adoption,1,,,,,,,,
information technology competence,1,,,,,,,,
information technology it ,1,,,,,,,,
information transfer,1,,,,,,,,
information value chain,1,,,,,,,,
informedness,1,,,,,,,,
infrastructure,1,,,,,,,,
ingratiation,1,,,,,,,,
ingredient branding,1,,,,,,,,
initial coin offering ico ,1,,,,,,,,
initial public offerings,4,,,,,,,,
initial public offerings ipos ,2,,,,,,,,
initiation of foreign sales,1,,,,,,,,
inner workings of boards,1,,,,,,,,
innovating culture,1,,,,,,,,
innovation,66,,,,,,,,
innovation and r d,4,,,,,,,,
innovation capacity,1,,,,,,,,
innovation commercialization,1,,,,,,,,
innovation ecosystems,1,,,,,,,,
innovation linkages,1,,,,,,,,
innovation management,1,,,,,,,,
innovation offshoring,1,,,,,,,,
innovation orientation,1,,,,,,,,
innovation oriented cultural artifacts,1,,,,,,,,
innovation performance,1,,,,,,,,
innovation platform,1,,,,,,,,
innovation process,1,,,,,,,,
innovation productivity,1,,,,,,,,
innovation strategy,2,,,,,,,,
innovations,3,,,,,,,,
innovative behaviour,1,,,,,,,,
innovative mobile services,1,,,,,,,,
innovativeness,2,,,,,,,,
inpatriates,1,,,,,,,,
insight,1,,,,,,,,
insights,1,,,,,,,,
inspiration,2,,,,,,,,
institution based view,4,,,,,,,,
institutional activism,2,,,,,,,,
institutional adoption and decoupling,1,,,,,,,,
institutional capabilities,1,,,,,,,,
institutional change,4,,,,,,,,
institutional complexity,1,,,,,,,,
institutional context,3,,,,,,,,
institutional development,1,,,,,,,,
institutional difference,1,,,,,,,,
institutional distance,2,,,,,,,,
institutional entrepreneurs,1,,,,,,,,
institutional entrepreneurship,3,,,,,,,,
institutional environment,4,,,,,,,,
institutional experience,1,,,,,,,,
institutional forces,1,,,,,,,,
institutional intermediaries,1,,,,,,,,
institutional investors,4,,,,,,,,
institutional logics,7,,,,,,,,
institutional mechanisms,1,,,,,,,,
institutional open access,1,,,,,,,,
institutional owners,1,,,,,,,,
institutional perspective,1,,,,,,,,
institutional plasticity,1,,,,,,,,
institutional theory,20,,,,,,,,
institutional theory sociology ,1,,,,,,,,
institutional voids,3,,,,,,,,
institutional work,4,,,,,,,,
institutions,16,,,,,,,,
institutions and international business,1,,,,,,,,
institutions based view,1,,,,,,,,
instrumental stakeholder theory,1,,,,,,,,
insurance,1,,,,,,,,
intangibility,1,,,,,,,,
intangible organizational elements,1,,,,,,,,
intangible resources,1,,,,,,,,
integral modular product architecture,1,,,,,,,,
integration,11,,,,,,,,
integration concept,1,,,,,,,,
integration mechanisms,1,,,,,,,,
integrative capabilities,1,,,,,,,,
integrative strategic framework,1,,,,,,,,
integrity based negative review,1,,,,,,,,
intellectual foundation articles,1,,,,,,,,
intellectual property,3,,,,,,,,
intellectual property protection,2,,,,,,,,
intellectual property regime,1,,,,,,,,
intellectual property regimes,1,,,,,,,,
intellectual property rights,1,,,,,,,,
intellectual property value chain,1,,,,,,,,
intelligence,1,,,,,,,,
intelligent agent technologies,1,,,,,,,,
intelligent agents,1,,,,,,,,
intention to transact on line,1,,,,,,,,
inter organizational relationships,1,,,,,,,,
inter organizational trust,1,,,,,,,,
interaction effect,1,,,,,,,,
interaction orientation,1,,,,,,,,
interactional justice,1,,,,,,,,
interactional service failures,1,,,,,,,,
interactive decision aids,1,,,,,,,,
interactive marketing,1,,,,,,,,
interactive online advertising,1,,,,,,,,
interactive pricing,1,,,,,,,,
interactive technology,1,,,,,,,,
interactivity,1,,,,,,,,
interchannel communication,1,,,,,,,,
intercommunity relationships,1,,,,,,,,
intercultural communication,1,,,,,,,,
interdependence,2,,,,,,,,
interdependencies,2,,,,,,,,
interdependent behavior in foreign market entry,1,,,,,,,,
interest group pressures,1,,,,,,,,
interest rate,1,,,,,,,,
interesting theories,1,,,,,,,,
interfirm collaboration,1,,,,,,,,
interfirm cooperation,1,,,,,,,,
interfirm governance,1,,,,,,,,
interfirm influence strategies,1,,,,,,,,
interfirm relationship networks,1,,,,,,,,
interfirm relationships,2,,,,,,,,
intergenerational succession,1,,,,,,,,
interim ceo succession,1,,,,,,,,
interindustry subunit divestiture,1,,,,,,,,
interlocking political ties,1,,,,,,,,
intermittent exporting,1,,,,,,,,
internal benchmarking,1,,,,,,,,
internal corporate ventures,1,,,,,,,,
internal hiring,1,,,,,,,,
internal labor market,1,,,,,,,,
internal logic,1,,,,,,,,
internal marketing,2,,,,,,,,
internal reference price,1,,,,,,,,
internalisation,1,,,,,,,,
internalisation theory,2,,,,,,,,
internalization,1,,,,,,,,
internalization advantages,1,,,,,,,,
internalization theory,12,,,,,,,,
international,1,,,,,,,,
international acquisitions,7,,,,,,,,
international alliance formation,1,,,,,,,,
international and domestic knowledge sourcing,1,,,,,,,,
international assignments,2,,,,,,,,
international business,3,,,,,,,,
international business research,1,,,,,,,,
international business research performance,1,,,,,,,,
international business research themes,1,,,,,,,,
international business strategy,1,,,,,,,,
international business theory,5,,,,,,,,
international codevelopment alliance,1,,,,,,,,
international communication,1,,,,,,,,
international competitiveness,1,,,,,,,,
international corporate entrepreneurship,1,,,,,,,,
international corporate governance,1,,,,,,,,
international cross listing,1,,,,,,,,
international diversification,5,,,,,,,,
international entrepreneur,1,,,,,,,,
international entrepreneurship,20,,,,,,,,
international equity funds,1,,,,,,,,
international expansion,5,,,,,,,,
international experience,3,,,,,,,,
international finance,1,,,,,,,,
international financial reporting,2,,,,,,,,
international growth,1,,,,,,,,
international hr management,1,,,,,,,,
international hrm,2,,,,,,,,
international hrm ihrm ,1,,,,,,,,
international human capital,1,,,,,,,,
international human resource management,1,,,,,,,,
international institutional entrepreneurship,1,,,,,,,,
international investments,1,,,,,,,,
international joint venture,3,,,,,,,,
international joint venture portfolios,1,,,,,,,,
international joint ventures,12,,,,,,,,
international law,1,,,,,,,,
international m a laws,1,,,,,,,,
international management,1,,,,,,,,
international management research,1,,,,,,,,
international management review,1,,,,,,,,
international market entry,5,,,,,,,,
international market segmentation,1,,,,,,,,
international market selection,1,,,,,,,,
international marketing,5,,,,,,,,
international marketing alliance,1,,,,,,,,
international marketing alliances,1,,,,,,,,
international marketing literature,1,,,,,,,,
international networks,1,,,,,,,,
international new venture,2,,,,,,,,
international new ventures,8,,,,,,,,
international new ventures invs ,1,,,,,,,,
international new venturing,1,,,,,,,,
international opportunity identification,1,,,,,,,,
international opportunity recognition,1,,,,,,,,
international orientation,1,,,,,,,,
international partnerships,1,,,,,,,,
international price index,1,,,,,,,,
international product strategy,1,,,,,,,,
international r d,2,,,,,,,,
international r d units,1,,,,,,,,
international relations,1,,,,,,,,
international relationship marketing,2,,,,,,,,
international retailers,2,,,,,,,,
international retailing,1,,,,,,,,
international segmentation,1,,,,,,,,
international smes,1,,,,,,,,
international standards,1,,,,,,,,
international strategic alliance,1,,,,,,,,
international strategy,3,,,,,,,,
international subsidiaries,1,,,,,,,,
international technology,1,,,,,,,,
international technology diffusion,2,,,,,,,,
international trade,1,,,,,,,,
international trade liberalization,1,,,,,,,,
international trade theory,1,,,,,,,,
international vision,1,,,,,,,,
internationalisation,2,,,,,,,,
internationalization,42,,,,,,,,
internationalization of the firm,1,,,,,,,,
internationalization over time,1,,,,,,,,
internationalization patterns,1,,,,,,,,
internationalization process,3,,,,,,,,
internationalization process model,1,,,,,,,,
internationalization speed,1,,,,,,,,
internationalization strategy,1,,,,,,,,
internationalization theories and foreign market entry,4,,,,,,,,
internationalization theory,2,,,,,,,,
internet,6,,,,,,,,
internet and marketing,1,,,,,,,,
internet auctions,1,,,,,,,,
internet browsing behavior,1,,,,,,,,
internet deception,1,,,,,,,,
internet firms,1,,,,,,,,
internet marketing,3,,,,,,,,
internet retailing,1,,,,,,,,
internet shopping,1,,,,,,,,
internet shopping rate,1,,,,,,,,
internetworking,1,,,,,,,,
interorganization,1,,,,,,,,
interorganization relationships,1,,,,,,,,
interorganizational diffusion,1,,,,,,,,
interorganizational imitation,1,,,,,,,,
interorganizational learning processes,1,,,,,,,,
interorganizational networks,1,,,,,,,,
interorganizational relationship management,1,,,,,,,,
interorganizational relationships,3,,,,,,,,
interorganizational systems,1,,,,,,,,
interorganizational teams,1,,,,,,,,
interorganizational trust,1,,,,,,,,
interpartner learning,1,,,,,,,,
interpersonal identification,1,,,,,,,,
interpersonal influences,1,,,,,,,,
interpersonal networks,1,,,,,,,,
interpersonal regulatory fit,1,,,,,,,,
interpersonal trust,1,,,,,,,,
interpretation,1,,,,,,,,
interpretivism,1,,,,,,,,
interruption,1,,,,,,,,
intertemporal balance,1,,,,,,,,
intertemporal choice,1,,,,,,,,
intra firm networks,1,,,,,,,,
intra individual plurality,1,,,,,,,,
intra industry diversification,1,,,,,,,,
intrafamily succession,2,,,,,,,,
intrafirm network intermediary,1,,,,,,,,
intrapreneurship,1,,,,,,,,
intrinsic market evolution,1,,,,,,,,
intrinsic motivation,1,,,,,,,,
inventive effort,1,,,,,,,,
inventors,2,,,,,,,,
inverted u shape,1,,,,,,,,
investment bankers,1,,,,,,,,
investment behavior,1,,,,,,,,
investment policy,1,,,,,,,,
investment promotion agency,1,,,,,,,,
investment risk,1,,,,,,,,
investment termination,1,,,,,,,,
investor activism,1,,,,,,,,
inward activities,1,,,,,,,,
inward joint venture experience,1,,,,,,,,
ipo,5,,,,,,,,
ipo location,1,,,,,,,,
ipo underpricing,1,,,,,,,,
irony,1,,,,,,,,
islam,1,,,,,,,,
isomorphism,2,,,,,,,,
issue selling,3,,,,,,,,
it,1,,,,,,,,
it capability,1,,,,,,,,
it enabled services,1,,,,,,,,
it investment,1,,,,,,,,
it outsourcing,1,,,,,,,,
it products and services,1,,,,,,,,
it service delivery,1,,,,,,,,
italian provinces,1,,,,,,,,
japan,4,,,,,,,,
japanese firms,1,,,,,,,,
job analysis,1,,,,,,,,
job attitudes,2,,,,,,,,
job characteristics,2,,,,,,,,
job commitment,1,,,,,,,,
job control,2,,,,,,,,
job crafting,1,,,,,,,,
job demands resources model,2,,,,,,,,
job dissatisfaction,1,,,,,,,,
job engagement,1,,,,,,,,
job insecurity,2,,,,,,,,
job satisfaction,6,,,,,,,,
job search,1,,,,,,,,
job transitions,1,,,,,,,,
joint venture,1,,,,,,,,
joint venture sell off,1,,,,,,,,
joint venture termination,2,,,,,,,,
joint ventures,12,,,,,,,,
jopera,1,,,,,,,,
journal development,1,,,,,,,,
journal lists,1,,,,,,,,
journal perceptions,1,,,,,,,,
journal quality,2,,,,,,,,
journal ranking,1,,,,,,,,
just in time,1,,,,,,,,
justice,2,,,,,,,,
justice climate,1,,,,,,,,
justice fairness,1,,,,,,,,
jv parent,1,,,,,,,,
karma,1,,,,,,,,
keiretsu,2,,,,,,,,
key performance indicators,1,,,,,,,,
key word auctions,1,,,,,,,,
keyword advertising,1,,,,,,,,
kinship,1,,,,,,,,
knowledge,11,,,,,,,,
knowledge and productivity spillovers,1,,,,,,,,
knowledge as a competitive tool,1,,,,,,,,
knowledge base,1,,,,,,,,
knowledge based businesses,1,,,,,,,,
knowledge based vies,1,,,,,,,,
knowledge based view,5,,,,,,,,
knowledge based view kbv ,2,,,,,,,,
knowledge based view of the firm,1,,,,,,,,
knowledge brokering,1,,,,,,,,
knowledge creation,4,,,,,,,,
knowledge development,2,,,,,,,,
knowledge embeddedness,1,,,,,,,,
knowledge exchange and creation,1,,,,,,,,
knowledge flows,3,,,,,,,,
knowledge gaps,1,,,,,,,,
knowledge leakage,1,,,,,,,,
knowledge management,7,,,,,,,,
knowledge networks,1,,,,,,,,
knowledge processes in the mnc,1,,,,,,,,
knowledge recombination,1,,,,,,,,
knowledge relatedness,1,,,,,,,,
knowledge search,1,,,,,,,,
knowledge seeking behavior,1,,,,,,,,
knowledge seeking fdi,1,,,,,,,,
knowledge sharing,6,,,,,,,,
knowledge sources,1,,,,,,,,
knowledge specialization and creativity,1,,,,,,,,
knowledge spillovers,2,,,,,,,,
knowledge structures,1,,,,,,,,
knowledge transfer,21,,,,,,,,
knowledge transfer capacity,1,,,,,,,,
labels,1,,,,,,,,
labor automation trade offs,1,,,,,,,,
labor mobility,1,,,,,,,,
language,9,,,,,,,,
language barrier,1,,,,,,,,
language competencies,1,,,,,,,,
language design,1,,,,,,,,
language diversity,1,,,,,,,,
language in business,1,,,,,,,,
language language design silent language translation ,6,,,,,,,,
language operative capacity,1,,,,,,,,
language policy,1,,,,,,,,
language proficiency,1,,,,,,,,
language skills,1,,,,,,,,
large scale social driven collaborations,1,,,,,,,,
late industrialization,1,,,,,,,,
latent variable analysis,1,,,,,,,,
latin america,2,,,,,,,,
lay beliefs,1,,,,,,,,
lay theory,1,,,,,,,,
layoffs,1,,,,,,,,
lbos,1,,,,,,,,
lead founder personality,1,,,,,,,,
leader behaviours,1,,,,,,,,
leader humility,2,,,,,,,,
leader leader exchange,1,,,,,,,,
leader member behavior,1,,,,,,,,
leader member exchange,4,,,,,,,,
leader member exchange lmx ,1,,,,,,,,
leader narcissism,1,,,,,,,,
leader unethical pro organizational behavior,1,,,,,,,,
leadership,15,,,,,,,,
leadership development,1,,,,,,,,
lean,1,,,,,,,,
lean production,2,,,,,,,,
learning,12,,,,,,,,
learning by doing,1,,,,,,,,
learning by exporting,1,,,,,,,,
learning from failure,1,,,,,,,,
learning organizations,1,,,,,,,,
legal astuteness,1,,,,,,,,
legal system uncertainty,1,,,,,,,,
legitimacy,11,,,,,,,,
legitimating activities,1,,,,,,,,
length of global product rollout,1,,,,,,,,
letter case,1,,,,,,,,
levels of analysis,1,,,,,,,,
liabilities of newness,1,,,,,,,,
liabilities of outsidership,1,,,,,,,,
liability of closeness,1,,,,,,,,
liability of country foreignness,1,,,,,,,,
liability of foreignness,10,,,,,,,,
liability of localness,1,,,,,,,,
liability of newness,1,,,,,,,,
liability of outsidership,2,,,,,,,,
licensing,2,,,,,,,,
life sciences,1,,,,,,,,
life settlements,1,,,,,,,,
life status changes,1,,,,,,,,
lifetime value ltv ,1,,,,,,,,
line extensions,1,,,,,,,,
line manager implementation of hrm,1,,,,,,,,
lineups,1,,,,,,,,
linguistic distance,1,,,,,,,,
liquidity,1,,,,,,,,
literature review,3,,,,,,,,
literature reviews,1,,,,,,,,
lmx differentiation,1,,,,,,,,
loan guarantees,1,,,,,,,,
lobbying,1,,,,,,,,
lobbying industry,1,,,,,,,,
local adaptation,1,,,,,,,,
local competence,1,,,,,,,,
local global identity,2,,,,,,,,
local knowledge,1,,,,,,,,
local linkages,1,,,,,,,,
local merchant loyalty,1,,,,,,,,
local optimism and pessimism,1,,,,,,,,
local search,2,,,,,,,,
localization,2,,,,,,,,
location based e commerce,1,,,,,,,,
location choice,4,,,,,,,,
location decisions,1,,,,,,,,
location of fdi,1,,,,,,,,
location portfolio,1,,,,,,,,
location strategies,1,,,,,,,,
location strategy,4,,,,,,,,
locavorism,1,,,,,,,,
lockup period,1,,,,,,,,
locomotion and assessment,1,,,,,,,,
locus of control,1,,,,,,,,
logistic regression,1,,,,,,,,
logistic service industry,1,,,,,,,,
logistics,4,,,,,,,,
logistics data processing,1,,,,,,,,
logistics education,1,,,,,,,,
logistics service supply chain lssc ,1,,,,,,,,
logit,2,,,,,,,,
logo,1,,,,,,,,
lone founder firms,1,,,,,,,,
long term effectiveness,1,,,,,,,,
long term orientation,2,,,,,,,,
long term performance,1,,,,,,,,
longevity,1,,,,,,,,
longitudinal,1,,,,,,,,
longitudinal research,1,,,,,,,,
loose coupling,1,,,,,,,,
loss aversion,1,,,,,,,,
low discount,1,,,,,,,,
low price guarantee,4,,,,,,,,
low price guarantees,2,,,,,,,,
loyally program,1,,,,,,,,
loyalty,3,,,,,,,,
loyalty program,1,,,,,,,,
loyalty programs,7,,,,,,,,
loyalty trust,1,,,,,,,,
lpg,1,,,,,,,,
ludic consumption,1,,,,,,,,
luxury,3,,,,,,,,
m a,6,,,,,,,,
m a function,1,,,,,,,,
m a ipos,1,,,,,,,,
m a performance,1,,,,,,,,
m marketing,1,,,,,,,,
machiavellianism,3,,,,,,,,
macro controls,1,,,,,,,,
macro policy and entrepreneurial activity,1,,,,,,,,
magnitude insensitivity,1,,,,,,,,
make or buy,1,,,,,,,,
mammography,1,,,,,,,,
management,1,,,,,,,,
management accounting,1,,,,,,,,
management and governance,1,,,,,,,,
management buyouts,1,,,,,,,,
management consulting,1,,,,,,,,
management control systems,1,,,,,,,,
management development,1,,,,,,,,
management groups,1,,,,,,,,
management heterogeneity,1,,,,,,,,
management model,1,,,,,,,,
management of technology,1,,,,,,,,
management practice,1,,,,,,,,
management team diversity,1,,,,,,,,
managerial ability,1,,,,,,,,
managerial activities,1,,,,,,,,
managerial cognition,5,,,,,,,,
managerial cognitive effort,1,,,,,,,,
managerial control,1,,,,,,,,
managerial decision making,2,,,,,,,,
managerial discretion,6,,,,,,,,
managerial misperception,1,,,,,,,,
managerial networking,1,,,,,,,,
managerial relevance,1,,,,,,,,
managerial succession,1,,,,,,,,
managerial ties,1,,,,,,,,
managers,1,,,,,,,,
mandatory ifrs adoption,1,,,,,,,,
mannequins,1,,,,,,,,
manufacture upgrade,1,,,,,,,,
manufacturer distributor cooperation,1,,,,,,,,
manufacturer foreign distributor relationship,1,,,,,,,,
manufacturing,2,,,,,,,,
manufacturing industries,1,,,,,,,,
manufacturing strategy,1,,,,,,,,
markdown policy,1,,,,,,,,
market,1,,,,,,,,
market area,1,,,,,,,,
market based assets and capabilities,1,,,,,,,,
market based institutional reforms,1,,,,,,,,
market categories,1,,,,,,,,
market category,1,,,,,,,,
market change,1,,,,,,,,
market development,1,,,,,,,,
market emergence,1,,,,,,,,
market entry,3,,,,,,,,
market entry mode,2,,,,,,,,
market exit,1,,,,,,,,
market frictions,1,,,,,,,,
market intelligence,2,,,,,,,,
market knowledge quality,1,,,,,,,,
market liberalization,1,,,,,,,,
market orientation,24,,,,,,,,
market pioneering,1,,,,,,,,
market positioning,1,,,,,,,,
market research,3,,,,,,,,
market segment dynamics,1,,,,,,,,
market segmentation,1,,,,,,,,
market signals,1,,,,,,,,
market structure,1,,,,,,,,
marketing,9,,,,,,,,
marketing academia,1,,,,,,,,
marketing accountability,1,,,,,,,,
marketing alliances,1,,,,,,,,
marketing and finance,1,,,,,,,,
marketing capabilities,8,,,,,,,,
marketing capability,1,,,,,,,,
marketing channel,1,,,,,,,,
marketing channels,6,,,,,,,,
marketing communications,1,,,,,,,,
marketing control rights,1,,,,,,,,
marketing department power,1,,,,,,,,
marketing department s influence,1,,,,,,,,
marketing doctrine,1,,,,,,,,
marketing dynamics,1,,,,,,,,
marketing experienced board member,1,,,,,,,,
marketing finance interface,6,,,,,,,,
marketing function,1,,,,,,,,
marketing investments,1,,,,,,,,
marketing knowledge,1,,,,,,,,
marketing metrics,1,,,,,,,,
marketing mix,1,,,,,,,,
marketing mix adaptation,1,,,,,,,,
marketing organization,2,,,,,,,,
marketing paradigm,1,,,,,,,,
marketing performance measurement system,1,,,,,,,,
marketing planning capability,1,,,,,,,,
marketing research,1,,,,,,,,
marketing spending,1,,,,,,,,
marketing strategy,10,,,,,,,,
marketing theory,2,,,,,,,,
marketplace comparisons,1,,,,,,,,
markets,1,,,,,,,,
marriage structure,1,,,,,,,,
mass customization,4,,,,,,,,
matching,2,,,,,,,,
matchmaking,1,,,,,,,,
materialism,4,,,,,,,,
mathematics,1,,,,,,,,
mean variance,1,,,,,,,,
meaningful work,2,,,,,,,,
means efficacy,1,,,,,,,,
measurement,3,,,,,,,,
measurement of diversification,1,,,,,,,,
meat industry,1,,,,,,,,
mechanical turk,1,,,,,,,,
mediation analysis,1,,,,,,,,
memory,1,,,,,,,,
mena,1,,,,,,,,
mental accounting,1,,,,,,,,
mental budgets,1,,,,,,,,
mental health,1,,,,,,,,
mental models,2,,,,,,,,
mentor,1,,,,,,,,
mentoring,3,,,,,,,,
menu labeling,1,,,,,,,,
merchandise coordination,1,,,,,,,,
merchandise guarantee,1,,,,,,,,
mere deadline effect,1,,,,,,,,
mere urgency effect,1,,,,,,,,
merger,2,,,,,,,,
merger and acquisition,1,,,,,,,,
mergers,5,,,,,,,,
mergers and acquisitions,23,,,,,,,,
mergers and acquisitions m a ,1,,,,,,,,
mergers and acquisitions m as ,1,,,,,,,,
mergers and aquisitions,1,,,,,,,,
message dynamics,1,,,,,,,,
meta analyses,1,,,,,,,,
meta analysis,17,,,,,,,,
metaphor,2,,,,,,,,
metered pricing,1,,,,,,,,
methodology,1,,,,,,,,
metrics,3,,,,,,,,
micro country of origin image,1,,,,,,,,
micro foundations,1,,,,,,,,
micro foundations of innovation,1,,,,,,,,
micro level institutional change,1,,,,,,,,
microcredit,2,,,,,,,,
microfinance,2,,,,,,,,
microfoundations,3,,,,,,,,
